frame_id,source_video,video_id,source_frame_idx,timestamp_ms,diff_from_prev,kept
Screen_Recording_2026-07-03_at_1.03.56 AM_000000.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,0,0,999.0,True
Screen_Recording_2026-07-03_at_1.03.56 AM_000003.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,3,60,0.31,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000006.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,6,120,0.46,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000009.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,9,180,0.66,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000012.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,12,240,0.78,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000015.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,15,300,3.14,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000018.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,18,360,6.67,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000021.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,21,420,9.49,True
Screen_Recording_2026-07-03_at_1.03.56 AM_000024.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,24,480,1.99,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000027.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,27,540,4.1,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000030.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,30,600,6.49,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000033.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,33,660,8.87,True
Screen_Recording_2026-07-03_at_1.03.56 AM_000036.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,36,720,1.89,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000039.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,39,780,4.22,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000042.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,42,840,6.72,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000045.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,45,900,8.47,True
Screen_Recording_2026-07-03_at_1.03.56 AM_000048.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,48,960,1.95,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000051.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,51,1020,5.43,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000054.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,54,1080,8.1,True
Screen_Recording_2026-07-03_at_1.03.56 AM_000057.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,57,1140,2.29,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000060.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,60,1200,4.32,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000063.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,63,1260,5.25,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000066.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,66,1340,7.35,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000069.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,69,1400,8.32,True
Screen_Recording_2026-07-03_at_1.03.56 AM_000072.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,72,1460,0.93,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000075.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,75,1520,2.97,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000078.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,78,1580,4.33,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000081.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,81,1640,5.71,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000084.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,84,1700,6.77,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000087.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,87,1780,8.01,True
Screen_Recording_2026-07-03_at_1.03.56 AM_000090.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,90,1840,2.86,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000093.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,93,1940,6.51,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000096.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,96,2000,8.37,True
Screen_Recording_2026-07-03_at_1.03.56 AM_000099.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,99,2080,4.11,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000102.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,102,2160,7.2,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000105.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,105,2220,8.81,True
Screen_Recording_2026-07-03_at_1.03.56 AM_000108.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,108,2300,3.14,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000111.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,111,2380,5.61,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000114.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,114,2440,7.46,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000117.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,117,2540,9.03,True
Screen_Recording_2026-07-03_at_1.03.56 AM_000120.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,120,2600,2.85,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000123.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,123,2680,4.95,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000126.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,126,2760,6.56,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000129.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,129,2820,7.39,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000132.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,132,2900,7.87,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000135.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,135,2980,8.21,True
Screen_Recording_2026-07-03_at_1.03.56 AM_000138.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,138,3040,2.79,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000141.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,141,3140,6.3,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000144.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,144,3201,8.4,True
Screen_Recording_2026-07-03_at_1.03.56 AM_000147.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,147,3281,3.32,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000150.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,150,3361,6.21,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000153.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,153,3421,8.39,True
Screen_Recording_2026-07-03_at_1.03.56 AM_000156.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,156,3501,4.05,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000159.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,159,3581,5.72,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000162.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,162,3641,7.74,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000165.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,165,3741,9.24,True
Screen_Recording_2026-07-03_at_1.03.56 AM_000168.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,168,3801,3.54,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000171.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,171,3881,5.86,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000174.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,174,3961,7.44,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000177.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,177,4021,8.56,True
Screen_Recording_2026-07-03_at_1.03.56 AM_000180.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,180,4101,3.34,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000183.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,183,4181,4.95,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000186.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,186,4241,5.91,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000189.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,189,4341,5.98,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000192.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,192,4401,6.28,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000195.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,195,4481,7.6,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000198.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,198,4561,8.59,True
Screen_Recording_2026-07-03_at_1.03.56 AM_000201.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,201,4621,2.05,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000204.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,204,4701,3.91,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000207.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,207,4781,4.72,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000210.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,210,4841,5.41,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000213.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,213,4941,6.56,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000216.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,216,5001,7.36,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000219.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,219,5081,8.21,True
Screen_Recording_2026-07-03_at_1.03.56 AM_000222.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,222,5161,1.84,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000225.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,225,5221,3.56,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000228.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,228,5321,5.94,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000231.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,231,5401,8.03,True
Screen_Recording_2026-07-03_at_1.03.56 AM_000234.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,234,5501,4.06,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000237.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,237,5601,7.05,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000240.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,240,5701,10.39,True
Screen_Recording_2026-07-03_at_1.03.56 AM_000243.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,243,5801,6.93,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000246.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,246,5901,9.06,True
Screen_Recording_2026-07-03_at_1.03.56 AM_000249.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,249,6001,3.72,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000252.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,252,6101,6.35,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000255.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,255,6201,7.71,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000258.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,258,6301,8.17,True
Screen_Recording_2026-07-03_at_1.03.56 AM_000261.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,261,6401,3.17,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000264.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,264,6501,5.67,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000267.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,267,6601,8.34,True
Screen_Recording_2026-07-03_at_1.03.56 AM_000270.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,270,6701,4.87,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000273.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,273,6801,9.78,True
Screen_Recording_2026-07-03_at_1.03.56 AM_000276.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,276,6901,5.57,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000279.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,279,7001,9.55,True
Screen_Recording_2026-07-03_at_1.03.56 AM_000282.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,282,7101,5.24,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000285.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,285,7201,7.32,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000288.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,288,7301,8.63,True
Screen_Recording_2026-07-03_at_1.03.56 AM_000291.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,291,7401,3.71,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000294.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,294,7501,7.5,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000297.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,297,7601,9.56,True
Screen_Recording_2026-07-03_at_1.03.56 AM_000300.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,300,7701,6.35,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000303.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,303,7801,8.78,True
Screen_Recording_2026-07-03_at_1.03.56 AM_000306.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,306,7901,4.03,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000309.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,309,8001,6.58,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000312.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,312,8101,9.99,True
Screen_Recording_2026-07-03_at_1.03.56 AM_000315.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,315,8201,5.75,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000318.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,318,8301,9.87,True
Screen_Recording_2026-07-03_at_1.03.56 AM_000321.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,321,8401,5.35,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000324.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,324,8501,8.76,True
Screen_Recording_2026-07-03_at_1.03.56 AM_000327.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,327,8601,5.72,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000330.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,330,8701,10.93,True
Screen_Recording_2026-07-03_at_1.03.56 AM_000333.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,333,8801,7.86,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000336.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,336,8901,11.75,True
Screen_Recording_2026-07-03_at_1.03.56 AM_000339.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,339,9001,5.78,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000342.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,342,9101,10.46,True
Screen_Recording_2026-07-03_at_1.03.56 AM_000345.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,345,9201,4.84,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000348.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,348,9301,9.21,True
Screen_Recording_2026-07-03_at_1.03.56 AM_000351.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,351,9401,7.26,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000354.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,354,9501,10.13,True
Screen_Recording_2026-07-03_at_1.03.56 AM_000357.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,357,9603,2.36,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000360.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,360,9703,3.45,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000363.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,363,9803,4.27,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000366.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,366,9903,5.44,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000369.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,369,10003,6.97,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000372.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,372,10103,8.8,True
Screen_Recording_2026-07-03_at_1.03.56 AM_000375.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,375,10203,3.45,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000378.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,378,10303,7.07,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000381.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,381,10403,10.17,True
Screen_Recording_2026-07-03_at_1.03.56 AM_000384.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,384,10483,2.89,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000387.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,387,10583,6.41,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000390.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,390,10643,8.31,True
Screen_Recording_2026-07-03_at_1.03.56 AM_000393.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,393,10743,4.24,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000396.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,396,10823,6.42,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000399.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,399,10903,9.95,True
Screen_Recording_2026-07-03_at_1.03.56 AM_000402.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,402,11003,5.24,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000405.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,405,11083,8.19,True
Screen_Recording_2026-07-03_at_1.03.56 AM_000408.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,408,11183,3.49,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000411.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,411,11243,6.85,False
Screen_Recording_2026-07-03_at_1.03.56 AM_000414.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,414,11383,14.38,True
Screen_Recording_2026-07-03_at_1.03.56 AM_000417.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,417,11443,10.14,True
Screen_Recording_2026-07-03_at_1.03.56 AM_000420.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,420,11543,9.15,True
Screen_Recording_2026-07-03_at_1.03.56 AM_000423.jpg,Screen Recording 2026-07-03 at 1.03.56 AM.mov,Screen_Recording_2026-07-03_at_1.03.56 AM,423,11623,3.56,False
